track_id,name,artist,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness,key,mode,loudness,duration_ms,popularity,energy_danceability,mood_score,rhythm_complexity,is_electronic,is_acoustic,is_pop
track_0,Track 0,Artist 0,0.6156354589595345,0.4403230759833439,0.3239996828224442,149.53080699451792,0.25593050220813246,0.17656109049328647,0.45680138248279095,0.060311105737549595,9,0,-13.264789956289055,214942.31362393155,36,0.2710784989734799,0.3821613794028941,0.460282334963298,0,0,0
track_1,Track 1,Artist 1,0.499996616136798,0.6595575550239947,0.9056085722163538,147.60182708294903,0.04263271632548353,0.014580688258896145,0.16550453417042418,0.12891617929084176,2,1,-3.933093000475033,208784.44949892623,78,0.3297765456594573,0.7825830636201743,0.3690020703854165,1,0,0
track_2,Track 2,Artist 2,0.618607530492636,0.4863908070644998,0.9399010490023875,107.48874596980941,0.0802865787015933,0.001749391407620853,0.2884731854975281,0.10764578896315921,5,1,-9.684103862217418,231027.77146311308,91,0.30088501601249035,0.7131459280334436,0.3324667385006704,0,0,1
track_3,Track 3,Artist 3,0.3141104627643281,0.7518748341335469,0.8241485057061791,127.91607066874818,0.36527775985433625,0.20779320741081458,0.2195477764600395,0.11857099568808088,7,0,-3.4480764891501448,235654.6009644607,17,0.23617175209054084,0.788011669919863,0.2008988807637749,0,0,0
track_4,Track 4,Artist 4,0.9025159779864478,0.6507204443531913,0.5515794156974004,129.88060372565477,0.14733950660670636,0.06029224886737817,0.23462002270968743,0.3744909682776668,11,1,-13.022458043900242,217915.17012746676,97,0.5872855982311963,0.6011499300252958,0.586096600464648,1,0,1
track_5,Track 5,Artist 5,0.2416794010866928,0.8147324517212732,0.47123158731501785,125.21347531647814,0.005209180570551742,0.008899335690850238,0.27898204921505687,0.08498433960164274,10,0,-10.244047940526842,199188.760602588,62,0.19690405097789015,0.6429820195181455,0.15130758861234914,1,0,0
track_6,Track 6,Artist 6,0.7582342954533831,0.48016554751012097,0.13269252506041734,108.9938969230916,0.07628981596335957,0.06165225178556385,0.15661262776219564,0.062173940156055485,11,0,-8.157581983315023,224201.17512077882,21,0.3640779856173245,0.3064290362852692,0.4132145532109951,0,0,0
track_7,Track 7,Artist 7,0.36838946817435975,0.6256932199701253,0.5754802924108873,106.56753264123897,0.5867518385231805,0.3071026426586252,0.14817429378592392,0.04001842893158537,0,0,-10.897552313707559,250069.67691433686,10,0.23049879254509714,0.6005867561905063,0.19629178337179873,0,0,0
track_8,Track 8,Artist 8,0.4327478644229819,0.486682034619796,0.30554861789586757,119.48891858017109,0.42428488079050813,0.06689018831430854,0.029020269204758076,0.2218112724550276,0,0,-5.234879264273821,209181.30181080897,57,0.21061061113474847,0.39611532625783175,0.258542871688903,0,0,0
track_9,Track 9,Artist 9,0.720395657759638,0.9236969961795636,0.17072989709100467,143.45458038518728,0.01816633514140416,0.1075585524742661,0.13500613317330643,0.010129321811255853,10,0,-21.03781862645133,201982.3165673092,56,0.6654273051333786,0.5472134466352842,0.5167202839760993,1,0,0
track_10,Track 10,Artist 0,0.8473196668199093,0.9283715821569696,0.5382657870320618,130.87200309188864,0.14227830010260742,0.029893330231206754,0.3345227739950018,0.021853138346436735,1,1,2.1120276939497007,221645.10773003972,76,0.7866274996783156,0.7333186845945157,0.5544521102793661,1,0,1
track_11,Track 11,Artist 1,0.19644526837859508,0.18287258702389217,0.9317076466765285,112.58771335827788,0.19362897980341506,0.03622379546001827,0.07462885993027503,0.2179162764316219,10,1,-5.71112696502419,211161.81061108835,3,0.03592445443699648,0.5572901168502103,0.11058661783399616,0,0,0
track_12,Track 12,Artist 2,0.5971642359628521,0.3186440464338622,0.17086489255932027,135.4339742129669,0.7288666097023405,0.1665080291497802,0.15412838616366925,0.07528602631322692,11,0,-10.867659145175082,169868.717282466,85,0.19028282853278886,0.24475446949659124,0.40438162867149485,0,1,0
track_13,Track 13,Artist 3,0.53789069824926,0.297526180552925,0.47328727063040676,63.02914758739849,0.27211156715877904,0.029702249692295783,0.26844623438352094,0.09171121841102914,11,1,-12.761608367886723,217179.92401192445,6,0.16003656500504823,0.3854067255916659,0.16951396102920716,0,0,0
track_14,Track 14,Artist 4,0.24901316313785007,0.09639584757557108,0.38155412991717136,142.97531400744208,0.1786612787396987,0.10516766017572494,0.04754471829033294,0.033946579927894224,5,0,-14.332103057242772,169597.12773708708,60,0.02400383491814701,0.23897498874637121,0.17801367595810258,0,0,0
track_15,Track 15,Artist 5,0.635354542418434,0.8352677658096866,0.5895762347147911,85.20572442443802,0.0765543591775007,0.15601019901588045,0.05264586364667056,0.10939516279868579,8,1,-6.771922629151315,221234.41939225336,53,0.5306911691428812,0.7124220002622389,0.2706792202656,1,0,1
track_16,Track 16,Artist 6,0.26576237332913755,0.796407767195458,0.650806007991061,112.75118117193736,0.2959236151414056,0.05515848854629257,0.42401355519333556,0.0698242850651182,3,0,-5.025091656038231,186085.718267803,87,0.21165521834762419,0.7236068875932595,0.14982510751958822,0,0,0
track_17,Track 17,Artist 7,0.5154030943591819,0.7656333241067915,0.33480933233540566,97.60660210747713,0.700264445993553,0.09890937249854038,0.006780911634623029,0.11178922513543144,2,1,-10.812630640649498,211106.24412559037,67,0.39460978438914673,0.5502213282210986,0.25153372378039573,0,0,0
track_18,Track 18,Artist 8,0.38153366831030366,0.6987720508491092,0.36035166702765475,94.10637048558189,0.4727979116958185,0.0540100858058693,0.1417578718435974,0.019299968840547053,11,0,-4.465047935107487,221717.8171859771,91,0.2666050638731747,0.5295618589383819,0.17952374371366275,0,0,0
track_19,Track 19,Artist 9,0.4381079245774021,0.6670112326070694,0.6516013768409792,143.2165357475704,0.5217532177831763,0.20174513484609438,0.04593378978958437,0.008983766845140248,7,0,-14.536300233805612,283617.10037830716,78,0.29222290678729795,0.6593063047240243,0.3137214962076669,0,0,0
